Virus,Host genome,Host taxonomy,Main method,Confidence score,Additional methods
JS_LYG_contig_8732709,RS_GCF_001591105.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio nereis,iPHoP-RF,90.1,None
JS_LYG_contig_8958263,RS_GCF_001971785.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Seonamhaeicola;s__Seonamhaeicola sp001971785,iPHoP-RF,94.7,None
JS_LYG_contig_8958263,RS_GCF_004791695.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavivirga;s__Flavivirga rizhaonensis,iPHoP-RF,92.8,None
JS_LYG_contig_8958263,RS_GCF_001747085.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_C;s__Algibacter_C aquaticus,iPHoP-RF,91.4,None
JS_LYG_contig_8958263,RS_GCF_900114265.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus;s__Flaviramulus basaltis,iPHoP-RF,91.1,None
JS_LYG_contig_9009441||full,JS_LYG_bin_43,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__;g__;s__,blast,95.8,iPHoP-RF;66.30
JS_LYG_contig_9103200,RS_GCF_003971065.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Candidimonas_A;s__Candidimonas_A sp003971065,iPHoP-RF,90.5,None
JS_LYG_contig_9482605,GB_GCA_001795165.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__RBG-16-57-11;s__RBG-16-57-11 sp001795165,iPHoP-RF,94.4,None
JS_LYG_contig_9482605,GB_GCA_001795335.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__9FT-COMBO-55-16;s__9FT-COMBO-55-16 sp001795335,iPHoP-RF,94.1,None
JS_LYG_contig_9482605,GB_GCA_003694235.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__J130;s__J130 sp003694235,iPHoP-RF,93.4,None
JS_LYG_contig_9482605,GB_GCA_004376465.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__E44-bin32;g__E44-bin32;s__E44-bin32 sp004376465,iPHoP-RF,93.4,None
JS_LYG_contig_9716644,RS_GCF_003201655.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium moriokaense_A,iPHoP-RF,92.8,None
JS_LYG_contig_9716644,RS_GCF_010726085.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium moriokaense,iPHoP-RF,92.4,None
JS_LYG_contig_9761150||full,GB_GCA_012798745.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__UBA4179;s__UBA4179 sp012798745,iPHoP-RF,95.1,None
JS_LYG_contig_97808,RS_GCF_001077535.1,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile,iPHoP-RF,93.4,None
JS_LYG_contig_9844149||full,HN_SY_bin_125,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__F082;g__UBA4459;s__,blast,93.7,iPHoP-RF;74.80
JS_LYG_contig_9909635,RS_GCF_009711045.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides sp009711045,iPHoP-RF,93.1,None
JS_LYG_contig_9909635,RS_GCF_009711055.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides pelagicus,iPHoP-RF,92.8,None
JS_LYG_contig_9909635,RS_GCF_001549985.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides odoratus_A,iPHoP-RF,90.8,None
JS_LYG_contig_9909635,RS_GCF_014145665.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__Myroides sp014145665,iPHoP-RF,90.5,None
JS_LYG_contig_992960_fragment_1,GB_GCA_002693775.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__UBA974 sp002693775,iPHoP-RF,94.4,None
JS_LYG_contig_992960_fragment_1,GB_GCA_002722795.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__UBA974 sp002722795,iPHoP-RF,93.7,None
JS_LYG_contig_992960_fragment_1,GB_GCA_902578505.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UBA974;s__UBA974 sp902578505,iPHoP-RF,90.8,None
JS_YC_contig_10044598,GB_GCA_902795525.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RUG521;s__RUG521 sp902795525,iPHoP-RF,92.1,None
JS_YC_contig_1006296,RS_GCF_010726765.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium gallinarum,iPHoP-RF,94.7,None
JS_YC_contig_1006296,RS_GCF_001667505.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp001667505,iPHoP-RF,94.4,None
JS_YC_contig_1006296,RS_GCF_010728925.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium gadium,iPHoP-RF,93.7,None
JS_YC_contig_1006296,RS_GCF_900240945.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp900240945,iPHoP-RF,93.7,None
JS_YC_contig_1006296,RS_GCF_002591975.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium neglectum,iPHoP-RF,93.4,None
JS_YC_contig_1006296,RS_GCF_002086795.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tusciae,iPHoP-RF,93.1,None
JS_YC_contig_1006296,RS_GCF_010726085.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium moriokaense,iPHoP-RF,93.1,None
JS_YC_contig_1006296,RS_GCF_000230895.2,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium rhodesiae_A,iPHoP-RF,91.8,None
JS_YC_contig_1006296,RS_GCF_001667115.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp001667115,iPHoP-RF,90.1,None
JS_YC_contig_1006296,RS_GCF_010731635.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium noviomagense,iPHoP-RF,90.1,None
JS_YC_contig_10067946,GB_GCA_007095845.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis aeruginosa_D,iPHoP-RF,95.4,None
JS_YC_contig_10067946,GB_GCA_007096045.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis novacekii,iPHoP-RF,94.4,None
JS_YC_contig_10067946,RS_GCF_000981785.2,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis aeruginosa_C,iPHoP-RF,94.1,None
JS_YC_contig_10067946,GB_GCA_009995705.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis aeruginosa_F,iPHoP-RF,93.7,None
JS_YC_contig_10067946,RS_GCF_000010625.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis aeruginosa,iPHoP-RF,93.7,None
JS_YC_contig_10067946,GB_GCA_007095785.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis aeruginosa_E,iPHoP-RF,93.4,None
JS_YC_contig_10067946,RS_GCF_009792235.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis viridis,iPHoP-RF,93.4,None
JS_YC_contig_10067946,RS_GCF_000297435.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis sp000297435,iPHoP-RF,92.8,None
JS_YC_contig_10067946,GB_GCA_002282935.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Microcystis;s__Microcystis sp002282935,iPHoP-RF,92.1,None
JS_YC_contig_1027607||full,GB_GCA_002478685.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446;s__UBA7446 sp002478685,iPHoP-RF,92.1,None
JS_YC_contig_1027607||full,GB_GCA_002862645.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446;s__UBA7446 sp002862645,iPHoP-RF,91.1,None
JS_YC_contig_1027607||full,GB_GCA_003331305.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__UBA7446;s__UBA7446 sp002470745,iPHoP-RF,91.1,None
JS_YC_contig_10407704,ZJ_WZ_bin_164,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__GCA-2721545;s__,blast,93.6,None
JS_YC_contig_10407704,GB_GCA_004525885.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__GCA-2721545;s__GCA-2721545 sp004525885,blast,90.3,iPHoP-RF;67.30
JS_YC_contig_10648310||full,SD_DY_bin_271,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__;s__,blast,93,iPHoP-RF;77.10
JS_YC_contig_10684390,RS_GCF_003201355.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__Dysgonomonas alginatilytica,iPHoP-RF,96.1,None
JS_YC_contig_10684390,RS_GCF_011299555.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__Dysgonomonas sp011299555,iPHoP-RF,95.4,None
JS_YC_contig_10684390,RS_GCF_001261735.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Dysgonomonas;s__Dysgonomonas sp001261735,iPHoP-RF,90.1,None
JS_YC_contig_10736332||full,RS_GCF_009800965.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UBA5533;s__UBA5533 sp002426855,blast,93.2,None
JS_YC_contig_10736332||full,RS_GCF_001696715.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera phenolivorans,blast,92.1,None
JS_YC_contig_10736332||full,RS_GCF_009469595.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera sp009469595,blast,92.1,None
JS_YC_contig_10736332||full,GB_GCA_004295105.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera sp004295105,blast,91.8,None
JS_YC_contig_10756594,JS_YC_bin_138,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Yeosuana;s__,iPHoP-RF,91.8,None
JS_YC_contig_1081953,RS_GCF_002285055.1,d__Bacteria;p__Firmicutes;c__Bacilli;o__Izemoplasmatales;f__Izemoplasmataceae;g__Izemopslasma_C;s__Izemopslasma_C sp002285055,blast,92.4,iPHoP-RF;80.60
JS_YC_contig_11210882,GB_GCA_902567115.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED127;f__TMED127;g__GCA-2691245;s__GCA-2691245 sp902567115,blast,90.5,None
JS_YC_contig_11259300||full,RS_GCF_001590985.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium naphthalenivorans,iPHoP-RF,94.1,None
JS_YC_contig_11259300||full,RS_GCF_009856825.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp009856825,iPHoP-RF,94.1,None
JS_YC_contig_11355894||full_1,RS_GCF_001890765.1,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Spirulinaceae;g__Spirulina;s__Spirulina major,blast,91.2,iPHoP-RF;88.20
JS_YC_contig_11452252||full,RS_GCF_000152845.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp000152845,blast,95.2,iPHoP-RF;67.00
JS_YC_contig_11452252||full,RS_GCF_900142625.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius marisflavi,blast,93.7,iPHoP-RF;85.40
JS_YC_contig_11452252||full,RS_GCF_000744325.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp000744325,blast,92.5,iPHoP-RF;71.30
JS_YC_contig_11452252||full,RS_GCF_900115165.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius lutimaris,blast,92.5,iPHoP-RF;61.10
JS_YC_contig_11452252||full,RS_GCF_900172295.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius litorisediminis,blast,91,None
JS_YC_contig_11452252||full,RS_GCF_002072155.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp002072155,blast,90.8,iPHoP-RF;74.10
JS_YC_contig_11452252||full,RS_GCF_900109855.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius tolerans,blast,90.5,iPHoP-RF;72.20
JS_YC_contig_11519246||full,FJ_XM_bin_99,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__,blast,93.7,None
JS_YC_contig_11519246||full,RS_GCF_005518135.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Shimia;s__Shimia litoralis,blast,90.5,iPHoP-RF;62.70
JS_YC_contig_11574927,GB_GCA_902606175.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__GCA-2707915 sp902606175,iPHoP-RF,94.1,None
JS_YC_contig_11574927,GB_GCA_902605935.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__GCA-2707915 sp902605935,iPHoP-RF,93.4,None
JS_YC_contig_11574927,GB_GCA_902618945.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__GCA-2707915 sp902618945,iPHoP-RF,92.4,None
JS_YC_contig_11574927,GB_GCA_902620785.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__GCA-2707915 sp902620785,iPHoP-RF,91.1,None
JS_YC_contig_11628056||full,SD_QD_bin_76,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__,blast,93.9,None
JS_YC_contig_11628056||full,SD_QD_bin_54,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__,blast,90.8,iPHoP-RF;55.40
JS_YC_contig_11628056||full,LN_DD_bin_132,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__,blast,90.7,None
JS_YC_contig_12008120,FJ_XM_bin_124,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__BM002;f__BM002;g__;s__,blast,92.1,iPHoP-RF;64.30
JS_YC_contig_12072474||full,RS_GCF_010667575.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp010667575,blast,94,iPHoP-RF;54.60
JS_YC_contig_1224249,RS_GCF_900155535.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium urinapleomorphum,iPHoP-RF,95.7,None
JS_YC_contig_1224249,RS_GCF_008693065.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium tuscaniense,iPHoP-RF,95.4,None
JS_YC_contig_1224249,RS_GCF_001806875.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp001806875,iPHoP-RF,94.1,None
JS_YC_contig_1224249,GB_GCA_900618065.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp900618065,iPHoP-RF,93.7,None
JS_YC_contig_1224249,RS_GCF_900105505.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium coyleae,iPHoP-RF,92.1,None
JS_YC_contig_1224249,RS_GCF_002287505.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium glaucum_A,iPHoP-RF,91.8,None
JS_YC_contig_1224249,RS_GCF_000143825.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium genitalium_A,iPHoP-RF,91.1,None
JS_YC_contig_12364150,GB_GCA_903831595.1,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__GWA1-40-21;g__Bog-1340;s__Bog-1340 sp903831595,iPHoP-RF,90.5,None
JS_YC_contig_12364150,GB_GCA_009695015.1,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__UBA9973;s__UBA9973 sp009695015,iPHoP-RF,90.1,None
JS_YC_contig_12364150,GB_GCA_903823865.1,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__GWA1-40-21;g__Bog-1340;s__Bog-1340 sp903823865,iPHoP-RF,90.1,None
JS_YC_contig_12426574||full,RS_GCF_003143755.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_B;s__Algibacter_B sp003143755,iPHoP-RF,92.4,None
JS_YC_contig_12426574||full,RS_GCF_900141715.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenitalea;s__Arenitalea lutea,iPHoP-RF,91.8,None
JS_YC_contig_12426574||full,RS_GCF_006148925.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Algibacter_D;s__Algibacter_D aestuarii,iPHoP-RF,91.1,None
JS_YC_contig_12426574||full,RS_GCF_002741945.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flaviramulus_A;s__Flaviramulus_A sp002741945,iPHoP-RF,90.8,None
JS_YC_contig_12426873||0_partial_1,GB_GCA_013003285.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__JABDJY01;s__JABDJY01 sp013003285,blast,93.5,None
JS_YC_contig_12426873||0_partial_1,RS_GCF_001673555.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp001673555,iPHoP-RF,92.8,None
JS_YC_contig_12426873||0_partial_1,RS_GCF_001667775.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp001667775,iPHoP-RF,92.4,None
JS_YC_contig_12426873||0_partial_1,RS_GCF_001954195.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp001954195,iPHoP-RF,92.4,None
JS_YC_contig_12426873||0_partial_1,RS_GCF_001954275.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium sp001954275,iPHoP-RF,92.4,None
JS_YC_contig_12426873||0_partial_1,RS_GCF_002102255.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium nebraskense,iPHoP-RF,92.4,None
JS_YC_contig_12426873||0_partial_1,RS_GCF_010730195.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium conspicuum,iPHoP-RF,92.1,None
JS_YC_contig_12426873||0_partial_1,GB_GCA_011087645.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__JABDJY01;s__JABDJY01 sp011087645,blast,91.5,None
JS_YC_contig_12426873||0_partial_1,RS_GCF_001907675.1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium paraffinicum,iPHoP-RF,91.4,None
JS_YC_contig_12454114||full,RS_GCF_000192745.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Stappiaceae;g__Polymorphum;s__Polymorphum gilvum,blast,91.5,iPHoP-RF;71.50
JS_YC_contig_12481875||full,RS_GCF_001642955.1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__Rubripirellula obstinata,iPHoP-RF,95.4,None
JS_YC_contig_12481875||full,RS_GCF_007860125.1,d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rubripirellula;s__Rubripirellula tenax,iPHoP-RF,94.1,None
JS_YC_contig_12486764,GB_GCA_902594545.1,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__GCA-2707915;s__GCA-2707915 sp902594545,iPHoP-RF,94.7,None
JS_YC_contig_12610235||full,GX_BH_bin_7,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__,blast,94.3,iPHoP-RF;50.70
JS_YC_contig_12643485||full,RS_GCF_900184945.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Maliponia;s__Maliponia aquimaris,blast,94.8,iPHoP-RF;66.00
JS_YC_contig_12643485||full,RS_GCF_900101505.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Mameliella;s__Mameliella alba,blast,94.1,None
JS_YC_contig_12643485||full,RS_GCF_002237555.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Antarctobacter;s__Antarctobacter heliothermus_B,blast,93.7,iPHoP-RF;70.00
JS_YC_contig_12643485||full,RS_GCF_900188425.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Antarctobacter;s__Antarctobacter heliothermus,blast,92.9,iPHoP-RF;67.00
JS_YC_contig_12643485||full,RS_GCF_001482405.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ponticoccus;s__Ponticoccus marisrubri,blast,92.3,iPHoP-RF;53.80
JS_YC_contig_12670775||full,JS_LYG_bin_16,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Electrothrix;s__,blast,93.9,iPHoP-RF;73.70
JS_YC_contig_12670775||full,GB_GCA_011389815.1,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Electrothrix;s__Electrothrix sp011389815,blast,92.2,iPHoP-RF;69.10
JS_YC_contig_13246854||0_partial,GB_GCA_011087645.1,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__JABDJY01;s__JABDJY01 sp011087645,blast,93.7,iPHoP-RF;69.10
JS_YC_contig_13246854||0_partial,JS_YC_bin_159,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA6615;f__UBA6615;g__;s__,blast,91.2,iPHoP-RF;68.20
JS_YC_contig_13274088,RS_GCF_000177075.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella buccalis,iPHoP-RF,95.4,None
JS_YC_contig_13274088,GB_GCA_900547085.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900547085,iPHoP-RF,94.7,None
