contig_id	contig_length	total_genes	viral_genes	host_genes	provirus	proviral_length	host_length	region_types	region_lengths	region_coords_bp	region_coords_genes	region_viral_genes	region_host_genes
GX_BH_contig_15093691	6702	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_22568090||full	6702	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_24439880	6702	5	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_8692266	6701	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_9726642	6701	9	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_19405807	6700	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_6545080	6700	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_24510673||full	6700	8	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_7185711||full	6700	4	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_11669704	6699	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_21229130	6699	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_5998256	6698	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_11343811||full	6697	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_26738482||full	6697	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_16248367	6696	4	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_27436677	6696	10	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_9392683	6696	14	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5166629	6696	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_8303051	6696	14	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_15505597	6696	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_5778310	6696	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_10236065	6694	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_7338159	6693	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_19940390	6693	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_17289585	6693	15	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_7199329	6693	16	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_12689717||full	6693	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_19658118	6692	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_19417622||full	6692	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_1276990	6692	17	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_1691924||full_1	6690	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_14590391	6690	18	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_9937827	6690	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_9964675	6690	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_22643069||full	6690	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_8600827||full_1	6690	11	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_12858371	6689	6	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_2610453	6688	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_12537908	6688	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_23856548	6688	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_6240055	6688	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_15866708	6687	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_13951993||full	6687	4	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_11020945	6687	15	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_11935910	6687	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_18904664||full	6687	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_4187843	6687	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_14622728	6686	12	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_26778884	6686	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_735621	6686	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_26927309||full	6686	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_3673093	6685	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_27294590	6685	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_9804260||full	6685	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_23483434||full	6684	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_21488091||full	6684	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_6411053	6684	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_29803522||full	6683	5	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_23338850	6683	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_9803258	6683	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_16269289	6683	8	8	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_13816982||full	6682	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_15621202	6682	11	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_6873090	6681	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_2117626||full	6681	8	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_28867942||full	6681	8	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_6052678	6681	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_10396255||full	6681	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_7468338	6681	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_20006375||full	6680	9	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_27464829||full	6680	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_25198612	6680	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_12055282	6680	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_13593914	6680	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_3340631	6679	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_10547953	6679	18	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_13774237||full	6679	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_25617057||full	6678	8	0	6	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_26597817	6677	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_8741894	6677	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_15494323	6677	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_20339969	6677	16	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_9130488||full	6677	17	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_5541516||full	6676	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_4608321||full	6676	9	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_12997473	6676	7	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_7825635	6676	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_2267319	6676	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_10674672	6676	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_19510062	6676	4	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_24488819	6676	20	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_15271042	6676	10	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_9705322||full	6675	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_33625045	6674	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_25582341	6674	13	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_14537542||full	6674	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_21269195	6673	12	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_3871255	6672	14	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_11235085	6672	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_11227373	6671	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_3401782	6671	6	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_19441425||full	6671	18	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_7045837	6669	13	1	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_6519248	6669	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_12205607||full	6668	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_25607421	6668	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_5175275	6668	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_18041755	6668	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_1415652||full	6666	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_5619536||full	6666	9	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_4574688||full_1	6666	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_9314765	6666	12	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_303059	6665	13	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_11626728	6665	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_8444496	6665	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_983838	6664	1	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_11925733	6663	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_7647139||full	6663	6	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_9398602	6663	7	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_13428235	6663	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_9693206	6662	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_10734614	6661	14	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_34391576	6661	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_18875835||full	6660	7	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_14743327	6660	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_23871271	6659	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_12944158	6659	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_17957649	6658	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_32407082||full	6658	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_25157367	6658	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_26924143	6658	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_25363083	6658	15	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_10888869||full	6656	14	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_20647167||full	6655	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_26035323	6655	12	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_6997204	6654	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_30120058||full	6654	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_13808507||full	6654	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_13433878||full	6654	17	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_18692562	6653	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_6460111||full_1	6653	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_6640018	6653	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_3013039	6653	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_17435426	6652	14	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_7899211||full	6651	10	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_924106	6651	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_21595126	6650	17	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_10911396	6650	17	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_24386453||full	6648	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_15519334||full	6648	7	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_14798347||full	6647	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_3755972	6647	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_18526778	6647	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_24088651||full	6646	13	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_21609512	6646	9	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_14961032	6646	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_21923035	6646	25	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_15713050	6645	15	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_1685229	6645	18	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_28274820	6645	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_1917571	6644	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_21448929	6644	4	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_1572406||full	6644	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_3680206||full	6644	4	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_24517963	6643	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_8250133	6642	13	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_19461319	6641	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_6914823||full	6641	8	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_21518823	6640	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_8067145	6640	10	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_1398681	6640	8	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_7525208||full	6639	11	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_15180550	6639	6	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_22660925	6638	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_10801669	6638	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_21373892	6638	9	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_10747929	6636	10	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_12042165	6636	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_15809634	6636	4	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_31054022	6635	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_24411181	6635	16	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_20910092	6635	12	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_48325||full	6635	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_18001890	6634	14	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_20815886	6634	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_23674178	6633	5	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_6685268||full	6633	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_12673025||full	6633	5	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_4186534	6632	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_23725830	6631	9	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_4657747	6630	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_24518210	6630	8	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_33572526	6629	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_13514312||full	6629	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_12962663||full	6629	3	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_18210522	6629	8	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_26725387	6629	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_25605847	6628	9	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_2805718	6628	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_12224288||full	6628	13	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_22764433	6628	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_7445003||full	6628	11	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_14714786	6627	13	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_9967861	6627	11	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_9609998||full	6627	8	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_25638909	6627	4	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_6049475	6627	14	2	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_6265606	6627	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_25225922||full	6626	14	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_28676272||full	6625	3	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_10317420	6625	10	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_18275082||full	6625	15	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_13147373||full	6623	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_16694082||full_1	6622	8	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_20874303	6622	4	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_30060014	6622	8	6	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_23730838||full	6622	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_20593941	6621	7	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_5828570	6621	18	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_28366573	6621	10	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_24234867||full	6621	10	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_15642633||full	6620	5	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_16494328||full	6620	12	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_31230992	6620	10	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_8543501||full	6620	2	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_10402694||full	6620	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_4286498	6619	10	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_1712512	6618	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_956876||full	6618	6	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_13884424	6618	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_9555521||full	6618	8	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_18177482	6618	11	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_19141282	6618	6	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_4140507||full	6618	4	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_34617206	6617	9	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_7663878||full	6617	10	1	2	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_11729326	6617	11	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_20729138||full	6617	7	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_24823920	6617	12	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_33911874||full	6616	4	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_33996955	6616	12	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_21242583	6616	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_4643172	6616	12	5	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_24251721	6615	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_8460208	6615	11	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_5799822	6615	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_10184713	6615	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_2716419	6614	5	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_20697648	6614	12	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_30700263||full	6614	8	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_24211453||full	6614	16	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_1278565	6613	7	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_28126433	6613	7	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_2879982||full	6613	13	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_5507265	6612	6	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_19888560||full	6612	13	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_3012740||full	6612	4	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_3348229	6612	4	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_26094082	6612	9	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_10650471||full	6610	6	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
FJ_XM_contig_408998	6609	11	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
GX_BH_contig_27978928	6609	12	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_18225609||full	6609	13	10	0	No	NA	NA	NA	NA	NA	NA	NA	NA
LN_DD_contig_19400436	6609	14	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ZH_contig_6383120||full	6608	5	0	2	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_10760079||full	6608	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_LYG_contig_5409349	6608	8	4	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_11801014	6608	5	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_5828691	6608	10	1	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_13415827	6607	17	0	1	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_17721445||full	6607	11	2	1	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_14585527	6607	8	3	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_DY_contig_10450681	6606	16	2	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_22488887||full	6606	9	0	4	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_NB_contig_8841002	6606	16	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
ZJ_WZ_contig_4056726||full	6606	6	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GD_ST_contig_5549606	6605	5	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
HN_SY_contig_26971201||full	6605	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA
JS_YC_contig_11907224	6605	11	7	0	No	NA	NA	NA	NA	NA	NA	NA	NA
SD_QD_contig_20203245||full	6605	5	0	3	No	NA	NA	NA	NA	NA	NA	NA	NA
