seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
LN_DD_contig_1812048	0.84	0.733	0.84	dsDNAphage	5351	0	80	0
LN_DD_contig_18127186	0.993	0.073	0.993	dsDNAphage	11795	2	41.7	8.3
LN_DD_contig_18130156	0.86	0.073	0.86	dsDNAphage	13092	0	27.8	0
LN_DD_contig_18153327	0.987	0.567	0.987	dsDNAphage	7859	1	57.1	0
LN_DD_contig_18156091	1	0.84	1	dsDNAphage	12716	6	87.5	0
LN_DD_contig_18160917	0.993	0.38	0.993	dsDNAphage	11706	4	85.7	0
LN_DD_contig_18225122||full	0.807	0	0.807	dsDNAphage	10262	2	27.3	18.2
LN_DD_contig_18230989	0.993	0.94	0.993	dsDNAphage	5478	1	100	0
LN_DD_contig_18297367	1	0.86	1	dsDNAphage	9438	1	64.7	0
LN_DD_contig_18308567	0.98	0.82	0.98	dsDNAphage	5254	5	85.7	0
LN_DD_contig_18325897	0.993	0.873	0.993	dsDNAphage	7538	4	38.5	0
LN_DD_contig_18344020||full	0.993	0.18	0.993	dsDNAphage	8272	1	60	0
LN_DD_contig_18354177	0.567	0.373	0.567	dsDNAphage	10404	0	57.1	0
LN_DD_contig_18366351	0.847	0.84	0.847	dsDNAphage	5775	0	60	0
LN_DD_contig_18375230	1	0.213	1	dsDNAphage	16711	3	76.5	0
LN_DD_contig_18396858	0.593	0.433	0.593	dsDNAphage	10468	0	66.7	0
LN_DD_contig_1840027	0.747	0.127	0.747	dsDNAphage	6283	0	50	0
LN_DD_contig_18403133	0.993	0.693	0.993	dsDNAphage	8017	3	100	0
LN_DD_contig_18411206	0.987	1	1	ssDNA	5163	0	100	0
LN_DD_contig_18474135||full	0.707	0.073	0.707	dsDNAphage	6460	1	40	0
LN_DD_contig_18480960||full	0.753	0.02	0.753	dsDNAphage	5845	1	33.3	0
LN_DD_contig_18525168	0.847	0.093	0.847	dsDNAphage	6989	0	18.2	4.5
LN_DD_contig_18535021	0.82	0.513	0.82	dsDNAphage	7007	0	70	0
LN_DD_contig_18561691	0.933	0.14	0.933	dsDNAphage	5682	0	30.8	0
LN_DD_contig_18566267||full	0.967	0	0.967	dsDNAphage	8075	1	41.7	8.3
LN_DD_contig_18569562	0.947	0.007	0.947	dsDNAphage	14964	1	11.1	0
LN_DD_contig_18607011||full_1	1	0.64	1	dsDNAphage	10408	5	100	0
LN_DD_contig_18626381	0.967	0.547	0.967	dsDNAphage	8324	0	25	0
LN_DD_contig_18651641||full_1	0.98	0.013	0.98	dsDNAphage	14457	8	52.9	35.3
LN_DD_contig_18681378	0.9	0.633	0.9	dsDNAphage	6032	0	80	0
LN_DD_contig_18687323	0.513	0.093	0.513	dsDNAphage	7130	0	33.3	11.1
LN_DD_contig_1869798	0.987	0.22	0.987	dsDNAphage	42467	2	19.4	1.6
LN_DD_contig_1871552||full_1	1	0.307	1	dsDNAphage	8633	2	75	0
LN_DD_contig_18748406	0.987	0.073	0.987	dsDNAphage	42319	9	51.1	2.2
LN_DD_contig_18808599||full	0.993	0.14	0.993	dsDNAphage	16105	1	48	4
LN_DD_contig_18826334||full	0.86	0	0.86	dsDNAphage	12431	2	38.5	7.7
LN_DD_contig_18854561	0.773	0.08	0.773	dsDNAphage	6250	0	60	10
LN_DD_contig_18881802	0.847	0.9	0.9	ssDNA	5077	0	44.4	0
LN_DD_contig_18896532||full	0.967	0.04	0.967	dsDNAphage	7121	1	50	16.7
LN_DD_contig_18909833	0.98	0.987	0.987	ssDNA	5558	0	77.8	0
LN_DD_contig_18941593_1	0.867	0.5	0.867	dsDNAphage	6550	0	88.9	0
LN_DD_contig_18973200	0.72	0.607	0.72	dsDNAphage	5702	0	75	0
LN_DD_contig_18985321	0.993	0.48	0.993	dsDNAphage	8200	1	91.7	0
LN_DD_contig_18987574	0.787	0.393	0.787	dsDNAphage	6498	0	11.1	0
LN_DD_contig_18993832||full	1	0.64	1	dsDNAphage	35161	8	91.2	0
LN_DD_contig_19003427||full	0.667	0.127	0.667	dsDNAphage	23935	0	38.2	0
LN_DD_contig_1901357	0.947	0.173	0.947	dsDNAphage	8157	0	17.6	0
LN_DD_contig_19036902||full_1	0.94	0.007	0.94	dsDNAphage	11710	4	30.8	23.1
LN_DD_contig_19054724	1	0.793	1	dsDNAphage	6385	0	64.3	0
LN_DD_contig_19077689	0.993	0.74	0.993	dsDNAphage	5283	1	100	0
LN_DD_contig_19082300||full	0.967	0.48	0.967	dsDNAphage	5497	2	50	0
LN_DD_contig_19086618	0.733	0.38	0.733	dsDNAphage	5266	0	14.3	0
LN_DD_contig_19103446	0.6	0.253	0.6	dsDNAphage	5646	0	20	0
LN_DD_contig_19110839	1	0.113	1	dsDNAphage	30806	1	61.3	0
LN_DD_contig_19124234	1	0.76	1	dsDNAphage	8914	3	100	0
LN_DD_contig_19149275	0.987	0.427	0.987	dsDNAphage	10229	3	92.3	0
LN_DD_contig_19153754||full	0.927	0.027	0.927	dsDNAphage	5059	1	25	16.7
LN_DD_contig_1921901	0.993	0.667	0.993	dsDNAphage	6167	1	55.6	0
LN_DD_contig_1926278	0.967	0.98	0.98	ssDNA	5429	0	40	0
LN_DD_contig_19274024	0.94	0.887	0.94	dsDNAphage	7321	0	33.3	0
LN_DD_contig_19283857||full	0.853	0.013	0.853	dsDNAphage	5473	2	50	25
LN_DD_contig_19285795	0.9	0.233	0.9	dsDNAphage	18520	0	40	0
LN_DD_contig_19292724||full	0.92	0.007	0.92	dsDNAphage	10803	3	27.3	18.2
LN_DD_contig_19309570	0.993	0.253	0.993	dsDNAphage	33300	1	16.9	0
LN_DD_contig_19320841||full	1	0.827	1	dsDNAphage	17915	4	88.9	0
LN_DD_contig_19321796||full_1	0.56	0.653	0.653	ssDNA	1621	0	100	0
LN_DD_contig_19332057	0.993	0.407	0.993	dsDNAphage	17565	0	94.3	0
LN_DD_contig_19340440||full	0.613	0.213	0.613	dsDNAphage	14949	0	50	0
LN_DD_contig_19341010||full	0.793	0.04	0.793	dsDNAphage	10003	1	16.7	0
LN_DD_contig_193439||full	0.593	0.02	0.593	dsDNAphage	4333	0	50	12.5
LN_DD_contig_1934863	0.707	0.773	0.773	ssDNA	5767	0	100	0
LN_DD_contig_19349469||full	0.953	0.033	0.953	dsDNAphage	4736	1	16.7	0
LN_DD_contig_19360099	0.973	0.613	0.973	dsDNAphage	6293	1	33.3	0
LN_DD_contig_19400436	0.94	0.607	0.94	dsDNAphage	6607	0	54.5	0
LN_DD_contig_19400790	0.993	0.28	0.993	dsDNAphage	8305	1	44.4	0
LN_DD_contig_19403238||full	0.813	0	0.813	dsDNAphage	15738	1	27.3	18.2
LN_DD_contig_19424364	1	0.813	1	dsDNAphage	11463	1	57.1	0
LN_DD_contig_19427770||full	0.887	0.247	0.887	dsDNAphage	8143	1	50	0
LN_DD_contig_19438572||full_1	1	0.973	1	dsDNAphage	1907	3	75	0
LN_DD_contig_19474188||full_1	0.973	0.867	0.973	dsDNAphage	1953	0	50	0
LN_DD_contig_1949355	1	0.813	1	dsDNAphage	4991	4	100	0
LN_DD_contig_19505295	1	0.887	1	dsDNAphage	7713	4	100	0
LN_DD_contig_19532048	0.947	0.927	0.947	dsDNAphage	6115	0	80	0
LN_DD_contig_19589813||full	0.767	0.013	0.767	dsDNAphage	5170	1	20	0
LN_DD_contig_19603159||full	0.987	0.587	0.987	dsDNAphage	10422	0	50	0
LN_DD_contig_19606414	0.993	0.74	0.993	dsDNAphage	17583	7	77.8	0
LN_DD_contig_19607178||full	0.727	0	0.727	dsDNAphage	18468	2	25	37.5
LN_DD_contig_19611130||full	1	0.773	1	dsDNAphage	7011	2	100	0
LN_DD_contig_19613888	1	0.52	1	dsDNAphage	11153	3	100	0
LN_DD_contig_19623148	0.96	0.867	0.96	dsDNAphage	6821	0	100	0
LN_DD_contig_19645260	0.947	0.047	0.947	dsDNAphage	12568	0	68	4
LN_DD_contig_19653328	1	0.787	1	dsDNAphage	8703	5	100	0
LN_DD_contig_19657385	0.953	0.193	0.953	dsDNAphage	5110	0	31.2	0
LN_DD_contig_19658954	0.58	0.173	0.58	dsDNAphage	20101	0	47.6	0
LN_DD_contig_19697765	1	0.9	1	dsDNAphage	7580	2	100	0
LN_DD_contig_19710024||full	0.967	0.06	0.967	dsDNAphage	9262	1	27.3	0
LN_DD_contig_19715988	0.827	0.353	0.827	dsDNAphage	7514	0	33.3	0
LN_DD_contig_19726333	0.993	0.353	0.993	dsDNAphage	5898	0	50	0
LN_DD_contig_19747856||full	0.98	0.033	0.98	dsDNAphage	6123	6	58.3	41.7
LN_DD_contig_19754247	0.88	0.987	0.987	ssDNA	5352	0	100	0
LN_DD_contig_19773271||full	0.98	0.947	0.98	dsDNAphage	6587	2	44.4	0
LN_DD_contig_1981181||full	0.873	0	0.873	dsDNAphage	20887	1	13.6	0
LN_DD_contig_1982106	0.953	0.48	0.953	dsDNAphage	5753	1	14.3	0
LN_DD_contig_1990040||full	0.54	0.033	0.54	dsDNAphage	89040	0	34.9	3.6
LN_DD_contig_19914710	0.987	0.927	0.987	dsDNAphage	6107	0	100	0
LN_DD_contig_19942342	1	0.293	1	dsDNAphage	7754	2	35.7	0
LN_DD_contig_1997382_1	0.787	0.48	0.787	dsDNAphage	7286	0	31.2	0
LN_DD_contig_1998594	1	0.393	1	dsDNAphage	28378	11	70	0
LN_DD_contig_20023008	0.88	0.687	0.88	dsDNAphage	5003	0	66.7	0
LN_DD_contig_2006138	0.947	0.76	0.947	dsDNAphage	10055	0	88.9	0
LN_DD_contig_20076057	0.94	0.353	0.94	dsDNAphage	6927	0	100	0
LN_DD_contig_20087383	0.993	0.527	0.993	dsDNAphage	6576	1	83.3	0
LN_DD_contig_2015936||full	0.993	0.54	0.993	dsDNAphage	8622	1	38.5	0
LN_DD_contig_2016359||full	1	0.88	1	dsDNAphage	5029	2	100	0
LN_DD_contig_20196956||full	0.72	0.007	0.72	dsDNAphage	6433	1	20	0
LN_DD_contig_20212870	0.813	0.307	0.813	dsDNAphage	9728	0	33.3	0
LN_DD_contig_2022560||full_1	0.907	0.347	0.907	dsDNAphage	2190	1	14.3	0
LN_DD_contig_20266634||full	0.74	0.02	0.74	dsDNAphage	5739	1	16.7	0
LN_DD_contig_20268180	0.993	0.52	0.993	dsDNAphage	5016	2	71.4	0
LN_DD_contig_20284264	0.987	0.953	0.987	dsDNAphage	6326	2	100	0
LN_DD_contig_20350362	0.84	0.66	0.84	dsDNAphage	5511	0	33.3	0
LN_DD_contig_20366561	0.933	0.153	0.933	dsDNAphage	9994	0	15.8	0
LN_DD_contig_2036828||full	0.98	0.047	0.98	dsDNAphage	7907	1	33.3	0
LN_DD_contig_20383335||full	0.927	0	0.927	dsDNAphage	16396	4	25	15
LN_DD_contig_20391321	0.813	0.08	0.813	dsDNAphage	6307	0	16.7	0
LN_DD_contig_20435273	0.987	0.64	0.987	dsDNAphage	14032	0	87.1	0
LN_DD_contig_20461559||full	0.973	0.887	0.973	dsDNAphage	13385	2	87.5	0
LN_DD_contig_20461756	1	0	1	dsDNAphage	89895	9	30.9	0.7
LN_DD_contig_20471038_1	0.967	1	1	ssDNA	1232	0	100	0
LN_DD_contig_20503165	0.687	0.233	0.687	dsDNAphage	8164	0	33.3	0
LN_DD_contig_20537185||full	1	0.58	1	dsDNAphage	5096	1	66.7	0
LN_DD_contig_20543265||full_1	nan	nan	nan	dsDNAphage	1979	2	100	0
LN_DD_contig_20549304||full	0.993	0.98	0.993	dsDNAphage	5315	1	100	0
LN_DD_contig_20581648||full	0.907	0.027	0.907	dsDNAphage	5450	1	42.9	14.3
LN_DD_contig_20594312||full	0.793	0.04	0.793	dsDNAphage	8999	1	14.3	0
LN_DD_contig_20599340	1	0.547	1	dsDNAphage	7585	2	50	0
LN_DD_contig_20600909||full	0.787	0.047	0.787	dsDNAphage	9675	0	41.7	0
LN_DD_contig_20614405	0.693	0.56	0.693	dsDNAphage	10087	0	50	0
LN_DD_contig_20617948	0.547	0.3	0.547	dsDNAphage	5256	0	20	0
LN_DD_contig_20620447	0.793	0.14	0.793	dsDNAphage	5080	0	25	0
LN_DD_contig_20636080	0.993	0.16	0.993	dsDNAphage	8057	1	23.1	0
LN_DD_contig_20647050	1	0.66	1	dsDNAphage	6508	1	80	0
LN_DD_contig_20649223	0.94	0.2	0.94	dsDNAphage	5861	0	12.5	0
LN_DD_contig_20654035||full	0.967	0.08	0.967	dsDNAphage	5404	2	33.3	0
LN_DD_contig_20655821	0.98	0.113	0.98	dsDNAphage	22618	3	35.7	0
LN_DD_contig_20679112	0.9	0.92	0.92	ssDNA	8960	0	84.6	0
LN_DD_contig_20688675||full	1	0.9	1	dsDNAphage	7370	2	80	0
LN_DD_contig_20697648	0.913	0.6	0.913	dsDNAphage	6612	0	27.3	0
LN_DD_contig_20707472	0.96	0.567	0.96	dsDNAphage	5569	0	50	0
LN_DD_contig_2074775	0.5	0.02	0.5	dsDNAphage	17027	0	66.7	0
LN_DD_contig_20755637||full	0.993	0.047	0.993	dsDNAphage	12665	1	28.6	0
LN_DD_contig_20756711||full	1	0.373	1	dsDNAphage	5627	1	28.6	0
LN_DD_contig_20765504	0.993	0.38	0.993	dsDNAphage	9801	5	75	0
LN_DD_contig_20778703	0.993	0.033	0.993	dsDNAphage	10444	1	50	0
LN_DD_contig_20810860||0_partial	0.88	0	0.88	dsDNAphage	15979	2	23.8	23.8
LN_DD_contig_20839549	0.993	0.867	0.993	dsDNAphage	7430	3	100	0
LN_DD_contig_20870898||full	0.94	0.027	0.94	dsDNAphage	5207	1	40	0
LN_DD_contig_20885959	0.62	0.067	0.62	dsDNAphage	7534	0	33.3	0
LN_DD_contig_20887777||0_partial_1	0.66	0.127	0.66	dsDNAphage	29733	0	54.5	0
LN_DD_contig_20910092	0.993	0.84	0.993	dsDNAphage	6633	5	58.3	0
LN_DD_contig_20912164	0.96	0.787	0.96	dsDNAphage	5596	0	62.5	0
LN_DD_contig_20923491	0.993	0.84	0.993	dsDNAphage	5267	1	100	0
LN_DD_contig_20936354	0.993	0.927	0.993	dsDNAphage	6882	2	62.5	0
LN_DD_contig_20937623	1	0.5	1	dsDNAphage	11988	1	100	0
LN_DD_contig_2096131	1	0.647	1	dsDNAphage	15710	4	77.8	0
LN_DD_contig_20978566	1	0.693	1	dsDNAphage	8040	2	60	0
LN_DD_contig_20984113||full	0.953	0	0.953	dsDNAphage	35310	1	11.7	1.7
LN_DD_contig_21143376	0.973	0.16	0.973	dsDNAphage	27086	0	34	2.1
LN_DD_contig_21169602	1	0.367	1	dsDNAphage	18707	5	81.6	0
LN_DD_contig_21191742	1	0.84	1	dsDNAphage	8534	1	87.5	0
LN_DD_contig_21195523||full	0.987	0.913	0.987	dsDNAphage	5508	0	57.1	0
LN_DD_contig_21195986||full	0.967	0.027	0.967	dsDNAphage	5585	1	33.3	0
LN_DD_contig_21202543	1	0.5	1	dsDNAphage	11350	3	85.7	0
LN_DD_contig_21203856	0.78	0.913	0.913	ssDNA	5284	0	100	0
LN_DD_contig_21224243	1	0.02	1	dsDNAphage	92002	16	77	1.8
LN_DD_contig_21229017||full	0.88	0.013	0.88	dsDNAphage	7904	1	11.1	0
LN_DD_contig_21237431	0.94	0.247	0.94	dsDNAphage	7296	1	25	0
LN_DD_contig_21247331||full	0.993	0.54	0.993	dsDNAphage	6040	5	75	0
LN_DD_contig_21264082	0.953	0.32	0.953	dsDNAphage	11327	0	81.2	0
LN_DD_contig_21300158||full_1	0.993	0.76	0.993	dsDNAphage	3274	1	100	0
LN_DD_contig_21328102	1	0.513	1	dsDNAphage	11597	3	92.3	0
LN_DD_contig_21355769	0.993	1	1	ssDNA	7882	0	100	0
LN_DD_contig_21371227	0.98	0.613	0.98	dsDNAphage	5474	0	14.3	0
LN_DD_contig_21372913	0.867	0.487	0.867	dsDNAphage	8377	0	50	0
LN_DD_contig_21375482||full	0.767	0.013	0.767	dsDNAphage	5399	1	20	0
LN_DD_contig_21489281	1	0.86	1	dsDNAphage	8457	0	63.2	0
LN_DD_contig_21516710	0.42	0.98	0.98	ssDNA	6019	0	50	0
LN_DD_contig_21523816	0.933	0.433	0.933	dsDNAphage	6268	0	55.6	0
LN_DD_contig_21525024	0.993	0.86	0.993	dsDNAphage	9192	0	52.9	0
LN_DD_contig_21547199	0.98	0.447	0.98	dsDNAphage	22997	0	36.8	0
LN_DD_contig_21554684	0.98	0.947	0.98	dsDNAphage	5504	0	100	0
LN_DD_contig_21630354||full_1	nan	nan	nan	dsDNAphage	3867	1	100	0
LN_DD_contig_21633492_1	0.72	0.733	0.733	ssDNA	2671	0	66.7	0
LN_DD_contig_21733960	1	0.127	1	dsDNAphage	5975	1	42.9	0
LN_DD_contig_21749709	1	0.84	1	dsDNAphage	11714	2	57.1	0
LN_DD_contig_21812867||full	1	0.133	1	dsDNAphage	9532	1	45.5	0
LN_DD_contig_2181710	1	0.027	1	dsDNAphage	5415	1	50	10
LN_DD_contig_218441	nan	nan	nan	dsDNAphage	5371	1	100	0
LN_DD_contig_2186131	0.653	0.007	0.653	dsDNAphage	6075	0	16.7	0
LN_DD_contig_21875091	0.953	0.147	0.953	dsDNAphage	5175	0	45.5	0
LN_DD_contig_21878778||full	1	0.033	1	dsDNAphage	5301	1	66.7	16.7
LN_DD_contig_21926783	1	0.68	1	dsDNAphage	9121	4	83.3	0
LN_DD_contig_21930630||full	0.967	0.12	0.967	dsDNAphage	4811	1	66.7	0
LN_DD_contig_21966661	1	0.88	1	dsDNAphage	5559	2	100	0
LN_DD_contig_21994227	1	0.133	1	dsDNAphage	29725	3	37.5	0
LN_DD_contig_2203324	1	0.953	1	dsDNAphage	8780	5	100	0
LN_DD_contig_22034683	0.947	0.38	0.947	dsDNAphage	9010	0	26.7	0
LN_DD_contig_22051462	0.853	0.887	0.887	ssDNA	5023	0	66.7	0
LN_DD_contig_22056193	0.993	0.253	0.993	dsDNAphage	12776	1	77.8	0
LN_DD_contig_22122867	0.847	0.193	0.847	dsDNAphage	6146	0	60	0
LN_DD_contig_22144385	1	0.987	1	dsDNAphage	5891	2	100	0
LN_DD_contig_22145095	0.913	0.107	0.913	dsDNAphage	14307	1	55.6	0
LN_DD_contig_22145636	0.987	0.86	0.987	dsDNAphage	5456	5	100	0
LN_DD_contig_22152833	0.867	0.573	0.867	dsDNAphage	7081	0	45.5	0
LN_DD_contig_2217353_1	0.633	0.42	0.633	dsDNAphage	8175	0	75	0
LN_DD_contig_22199500	0.993	0.173	0.993	dsDNAphage	13385	2	27.8	0
LN_DD_contig_22208916||full	0.853	0.027	0.853	dsDNAphage	5039	1	40	20
LN_DD_contig_22214761	1	0.76	1	dsDNAphage	4784	2	85.7	0
LN_DD_contig_22219524	0.627	0	0.627	dsDNAphage	5479	0	37.5	12.5
LN_DD_contig_22223956	0.893	0.173	0.893	dsDNAphage	6004	0	22.2	5.6
LN_DD_contig_22235484||full	0.827	0.013	0.827	dsDNAphage	12222	1	18.8	6.2
LN_DD_contig_22236027||full	0.9	0.7	0.9	dsDNAphage	5846	2	20	0
LN_DD_contig_22260008||full	0.733	0	0.733	dsDNAphage	11135	1	29.4	23.5
LN_DD_contig_22285098	1	0.413	1	dsDNAphage	24892	5	54.8	0
LN_DD_contig_22313962	1	0.673	1	dsDNAphage	10491	2	61.5	0
LN_DD_contig_22332687	1	0.027	1	dsDNAphage	5090	3	44.4	11.1
LN_DD_contig_22361385	0.693	0.52	0.693	dsDNAphage	7168	0	80	0
LN_DD_contig_2238665	0.927	0.133	0.927	dsDNAphage	5595	0	33.3	0
LN_DD_contig_22395970	0.873	0.093	0.873	dsDNAphage	10828	0	55	0
LN_DD_contig_22426423	0.94	0.507	0.94	dsDNAphage	5030	0	20	0
LN_DD_contig_2246133||full	0.847	0.02	0.847	dsDNAphage	9290	2	28.6	0
LN_DD_contig_22469448	0.9	0.853	0.9	dsDNAphage	5165	0	100	0
LN_DD_contig_22498091||full	0.96	0.007	0.96	dsDNAphage	6850	1	66.7	16.7
LN_DD_contig_22503144	1	0.693	1	dsDNAphage	6202	3	44.4	0
LN_DD_contig_22503228	0.973	0.04	0.973	dsDNAphage	11871	2	18.2	0
LN_DD_contig_22518053	0.793	0.813	0.813	ssDNA	5133	0	28.6	0
LN_DD_contig_2252307	0.907	0.893	0.907	dsDNAphage	7969	0	60	0
LN_DD_contig_22622197	1	0.833	1	dsDNAphage	8708	1	100	0
LN_DD_contig_2265405	1	0.967	1	dsDNAphage	6846	4	100	0
LN_DD_contig_22654560	1	0.353	1	dsDNAphage	8318	1	57.1	0
LN_DD_contig_22662775	0.993	0.493	0.993	dsDNAphage	7548	0	16.7	0
LN_DD_contig_22669331	0.64	0.567	0.64	dsDNAphage	5842	0	50	0
LN_DD_contig_2267013	1	0.007	1	dsDNAphage	32126	8	50	2.1
LN_DD_contig_22684808||full	0.553	0.147	0.553	dsDNAphage	11048	0	46.2	0
LN_DD_contig_22724633||full	0.587	0.007	0.587	dsDNAphage	5974	0	37.5	12.5
LN_DD_contig_2274634	0.987	0.653	0.987	dsDNAphage	9903	1	68.8	0
LN_DD_contig_22763460	1	0.933	1	dsDNAphage	8521	5	100	0
LN_DD_contig_2280694||full	0.513	0.007	0.513	dsDNAphage	18974	0	33.3	6.7
LN_DD_contig_22819887	0.78	0.287	0.78	dsDNAphage	10494	0	23.1	0
LN_DD_contig_22841385	1	0.427	1	dsDNAphage	42838	9	51.1	0
LN_DD_contig_22860152	0.953	0.933	0.953	dsDNAphage	6671	0	60	0
LN_DD_contig_22872821	1	0.88	1	dsDNAphage	4994	1	50	0
LN_DD_contig_22877437	1	0.38	1	dsDNAphage	8575	2	73.3	0
LN_DD_contig_22886348||full	0.707	0	0.707	dsDNAphage	6735	1	28.6	14.3
LN_DD_contig_22902345	0.993	0.773	0.993	dsDNAphage	6794	3	66.7	0
LN_DD_contig_22904108	0.887	0.927	0.927	ssDNA	7385	0	66.7	0
LN_DD_contig_22905211	1	0.3	1	dsDNAphage	15619	1	71	0
LN_DD_contig_22909341	0.74	0.127	0.74	dsDNAphage	6044	0	30.8	7.7
LN_DD_contig_22917135||full_1	0.873	0	0.873	dsDNAphage	13849	3	33.3	25
LN_DD_contig_22953305	0.807	0.513	0.807	dsDNAphage	5253	0	66.7	0
LN_DD_contig_22969305||full	0.867	0.2	0.867	dsDNAphage	10118	1	63.6	9.1
LN_DD_contig_22990875||full	1	0.68	1	dsDNAphage	5187	1	38.5	0
LN_DD_contig_23062325	0.98	0.64	0.98	dsDNAphage	7918	1	28.6	0
LN_DD_contig_23128828	0.993	0.66	0.993	dsDNAphage	13168	3	50	0
LN_DD_contig_23131284||full	0.967	0.16	0.967	dsDNAphage	4616	1	16.7	0
LN_DD_contig_23136518	0.627	0.047	0.627	dsDNAphage	13845	0	16.7	8.3
LN_DD_contig_23137089||0_partial	0.953	0	0.953	dsDNAphage	22672	2	23.8	4.8
LN_DD_contig_2315117	0.94	0.22	0.94	dsDNAphage	17002	0	9.1	0
LN_DD_contig_23164967_1	0.673	0.033	0.673	dsDNAphage	2791	0	50	16.7
LN_DD_contig_23171547	1	0.627	1	dsDNAphage	7277	1	40	0
LN_DD_contig_23185445	1	0.06	1	dsDNAphage	22829	1	61.4	2.3
LN_DD_contig_23208637_1	0.86	0.587	0.86	dsDNAphage	7211	0	57.1	0
LN_DD_contig_2323355	0.993	0.073	0.993	dsDNAphage	30648	2	34.5	0
LN_DD_contig_23265931||full	0.613	0.32	0.613	dsDNAphage	8798	0	63.6	0
LN_DD_contig_2331955	0.92	0.48	0.92	dsDNAphage	9952	0	3.1	0
LN_DD_contig_23335508	0.813	0.933	0.933	ssDNA	7618	0	60	0
LN_DD_contig_23337029||full	0.94	0.133	0.94	dsDNAphage	5546	1	50	0
LN_DD_contig_23396456	1	0.893	1	dsDNAphage	8021	3	33.3	0
LN_DD_contig_23446953||full	0.98	0	0.98	dsDNAphage	30217	6	29.8	6.4
LN_DD_contig_23460822||full	0.993	0.333	0.993	dsDNAphage	11312	1	66.7	0
LN_DD_contig_23474469	0.993	0.787	0.993	dsDNAphage	5085	5	83.3	0
LN_DD_contig_23477281	0.847	0.047	0.847	dsDNAphage	7183	0	11.8	5.9
LN_DD_contig_2348166||full	0.833	0.02	0.833	dsDNAphage	14076	0	21.1	0
LN_DD_contig_23501178	0.987	0.967	0.987	dsDNAphage	5827	2	100	0
LN_DD_contig_23511160||full	0.907	0.333	0.907	dsDNAphage	6235	0	46.2	0
LN_DD_contig_23569263	0.96	0.933	0.96	dsDNAphage	4420	0	50	0
LN_DD_contig_23574998	0.94	0.7	0.94	dsDNAphage	6881	1	70	0
LN_DD_contig_23691463	0.693	0.147	0.693	dsDNAphage	12595	0	20	0
LN_DD_contig_2371159||full	0.947	0.067	0.947	dsDNAphage	16432	0	24.2	3
LN_DD_contig_2371392	1	0.887	1	dsDNAphage	5742	2	100	0
LN_DD_contig_23757112	0.873	0.38	0.873	dsDNAphage	8082	0	80	0
LN_DD_contig_23767344||full	0.62	0	0.62	dsDNAphage	14237	1	12.5	6.2
LN_DD_contig_23781542	0.933	0.347	0.933	dsDNAphage	7181	2	25	0
LN_DD_contig_23787571	1	0.52	1	dsDNAphage	13149	1	93.8	0
LN_DD_contig_23814313	0.927	0.727	0.927	dsDNAphage	4950	0	85.7	0
LN_DD_contig_2384914	1	0.193	1	dsDNAphage	12863	6	80	0
LN_DD_contig_23856548	0.947	0.667	0.947	dsDNAphage	6687	0	88.9	0
LN_DD_contig_23862844_1	0.893	0.4	0.893	dsDNAphage	5762	0	71.4	0
LN_DD_contig_23871271	0.993	0.853	0.993	dsDNAphage	6657	3	80	0
LN_DD_contig_23877548_1	0.633	0.58	0.633	dsDNAphage	5338	0	33.3	0
LN_DD_contig_23881820	0.993	0.2	0.993	dsDNAphage	5416	1	20	0
LN_DD_contig_23891441	0.72	0.027	0.72	dsDNAphage	7147	0	20	0
LN_DD_contig_23911924	0.987	1	1	ssDNA	5367	0	100	0
LN_DD_contig_23924776	1	0.393	1	dsDNAphage	5765	2	57.1	0
LN_DD_contig_23946601	0.993	0.34	0.993	dsDNAphage	12147	5	57.1	0
LN_DD_contig_23955775||full	0.913	0	0.913	dsDNAphage	4323	1	40	20
LN_DD_contig_23987613	0.847	0.12	0.847	dsDNAphage	7537	0	9.1	0
LN_DD_contig_24037240	0.787	0.62	0.787	dsDNAphage	5426	0	57.1	0
LN_DD_contig_24068908||full	0.713	0.013	0.713	dsDNAphage	5880	1	33.3	16.7
LN_DD_contig_24081599	0.853	0.167	0.853	dsDNAphage	8955	0	22.2	0
LN_DD_contig_24085606	1	0.8	1	dsDNAphage	6320	1	64.3	0
LN_DD_contig_24099532	1	0.387	1	dsDNAphage	8831	1	83.3	0
LN_DD_contig_2410041	0.947	0.073	0.947	dsDNAphage	5211	0	50	0
LN_DD_contig_24120996	1	0.86	1	dsDNAphage	6000	1	66.7	0
LN_DD_contig_24140844||full	0.713	0.173	0.713	dsDNAphage	17308	0	50	4.5
LN_DD_contig_24144985	0.947	0.027	0.947	dsDNAphage	13892	1	21.4	0
LN_DD_contig_24158741	1	0.673	1	dsDNAphage	24849	8	89.3	0
LN_DD_contig_24161456||full	0.98	0.047	0.98	dsDNAphage	6397	3	30.8	7.7
LN_DD_contig_24174303	1	0.6	1	dsDNAphage	22307	1	34.2	0
LN_DD_contig_24189115||full	1	0.873	1	dsDNAphage	6326	2	100	0
LN_DD_contig_24197367||full	0.907	0.467	0.907	dsDNAphage	7613	0	18.8	0
LN_DD_contig_24200133	0.927	0.9	0.927	dsDNAphage	5316	0	85.7	0
LN_DD_contig_24217814	1	0.987	1	dsDNAphage	7148	2	100	0
LN_DD_contig_24225301	0.993	0.507	0.993	dsDNAphage	6458	2	30.8	0
